user_id,treatment,channel,audience_type,country,age_group,device_type,email_subscriber,n_prior_purchases,n_organic_sessions_30d,days_since_last_visit,loyalty_tier,category_affinity,frequency,spend_eur,converted
C_03065,0,,,FR,45+,mobile,0,0,2,28,none,fragrance,0,0.0,0
T09_01022,1,youtube,retargeting,FR,35-44,mobile,0,1,10,9,none,fragrance,9,0.1,0
T02_01527,1,meta,prospecting_lal_1pct,GB,45+,mobile,1,0,2,19,none,haircare,5,0.04,0
C_04542,0,,,FR,35-44,mobile,0,0,6,27,none,makeup,0,0.0,0
T02_01743,1,meta,prospecting_lal_1pct,FR,18-24,desktop,0,0,1,49,none,fragrance,4,0.04,0
T09_00720,1,youtube,retargeting,FR,25-34,mobile,0,13,11,1,none,makeup,14,0.13,0
T00_00306,1,tiktok,prospecting_broad_1824,FR,25-34,desktop,0,0,1,1,gold,skincare,3,0.02,0
C_03841,0,,,FR,18-24,desktop,0,0,0,30,silver,fragrance,0,0.0,0
C_04698,0,,,GB,18-24,mobile,1,1,4,20,gold,skincare,0,0.0,0
T02_01004,1,meta,prospecting_lal_1pct,DE,25-34,mobile,0,1,1,11,none,skincare,5,0.05,0
T08_00431,1,meta,retargeting_hot,FR,45+,mobile,1,11,8,1,none,makeup,5,0.05,0
T03_00835,1,meta,prospecting_lal_3_5pct,GB,18-24,mobile,0,1,1,14,none,fragrance,4,0.03,0
T08_00950,1,meta,retargeting_hot,GB,45+,mobile,0,5,8,15,none,skincare,8,0.09,0
T09_01390,1,youtube,retargeting,DE,35-44,mobile,1,4,6,17,silver,makeup,14,0.13,0
C_06182,0,,,FR,45+,tablet,0,1,3,29,none,makeup,0,0.0,0
T03_00877,1,meta,prospecting_lal_3_5pct,DE,35-44,desktop,0,1,0,1,silver,haircare,4,0.03,0
T08_01272,1,meta,retargeting_hot,GB,18-24,desktop,1,8,4,12,gold,haircare,10,0.12,0
T08_01395,1,meta,retargeting_hot,DE,25-34,desktop,1,7,5,5,none,makeup,23,0.24,0
T01_00445,1,tiktok,prospecting_broad_2534,GB,45+,mobile,0,2,2,18,none,makeup,1,0.01,0
C_05105,0,,,GB,25-34,mobile,1,7,2,18,platinum,skincare,0,0.0,0
T07_01355,1,meta,retargeting_warm,FR,18-24,mobile,0,10,2,3,none,fragrance,14,0.16,0
C_00874,0,,,FR,25-34,desktop,0,1,1,59,gold,haircare,0,0.0,0
C_00595,0,,,GB,35-44,desktop,0,1,2,22,none,skincare,0,0.0,0
C_03264,0,,,FR,35-44,mobile,1,0,2,10,gold,makeup,0,0.0,0
T04_00795,1,meta,prospecting_broad,FR,45+,desktop,0,6,4,2,none,haircare,8,0.06,0
T00_01351,1,tiktok,prospecting_broad_1824,FR,35-44,mobile,0,1,1,1,none,haircare,4,0.04,0
C_02693,0,,,DE,45+,mobile,0,2,1,3,none,haircare,0,0.0,0
T09_01109,1,youtube,retargeting,FR,25-34,desktop,1,6,9,2,silver,haircare,5,0.06,0
T07_01418,1,meta,retargeting_warm,FR,18-24,desktop,1,6,9,10,none,haircare,3,0.03,0
T03_00857,1,meta,prospecting_lal_3_5pct,FR,35-44,mobile,0,3,4,72,none,haircare,2,0.02,1
C_00187,0,,,GB,35-44,desktop,0,0,3,46,silver,haircare,0,0.0,0
T00_00866,1,tiktok,prospecting_broad_1824,DE,45+,mobile,0,1,4,8,none,fragrance,3,0.02,0
C_00056,0,,,GB,18-24,desktop,0,2,1,9,platinum,fragrance,0,0.0,0
T02_00856,1,meta,prospecting_lal_1pct,GB,18-24,desktop,0,2,0,38,platinum,haircare,1,0.01,0
T07_00015,1,meta,retargeting_warm,FR,45+,desktop,0,1,8,4,silver,makeup,2,0.02,0
T02_01813,1,meta,prospecting_lal_1pct,DE,25-34,mobile,1,0,2,41,none,fragrance,3,0.03,0
T07_01551,1,meta,retargeting_warm,FR,35-44,desktop,1,6,9,2,none,skincare,17,0.15,0
T02_01045,1,meta,prospecting_lal_1pct,GB,18-24,mobile,0,2,3,33,silver,fragrance,5,0.04,1
T01_00970,1,tiktok,prospecting_broad_2534,FR,35-44,desktop,0,3,3,40,gold,haircare,3,0.03,0
T06_00458,1,tiktok,retargeting,GB,35-44,mobile,0,3,5,3,none,fragrance,13,0.13,0
C_05300,0,,,FR,45+,mobile,1,6,4,1,none,fragrance,0,0.0,0
T00_01185,1,tiktok,prospecting_broad_1824,GB,25-34,mobile,1,1,0,27,gold,fragrance,5,0.04,0
T03_00596,1,meta,prospecting_lal_3_5pct,GB,25-34,mobile,0,6,0,71,silver,skincare,5,0.05,0
C_03961,0,,,GB,45+,desktop,0,1,0,3,silver,fragrance,0,0.0,0
T04_00523,1,meta,prospecting_broad,DE,45+,mobile,0,0,2,2,silver,skincare,5,0.04,0
T01_00785,1,tiktok,prospecting_broad_2534,GB,45+,mobile,0,0,2,4,none,makeup,3,0.03,0
T00_00260,1,tiktok,prospecting_broad_1824,DE,18-24,mobile,0,4,3,23,none,skincare,5,0.04,0
C_04797,0,,,GB,25-34,desktop,1,3,4,8,none,haircare,0,0.0,0
C_05501,0,,,DE,25-34,desktop,0,3,7,18,none,fragrance,0,0.0,0
T02_01426,1,meta,prospecting_lal_1pct,GB,18-24,desktop,1,2,2,7,gold,skincare,5,0.04,0
C_04684,0,,,GB,45+,mobile,0,2,6,25,none,skincare,0,0.0,1
T00_01091,1,tiktok,prospecting_broad_1824,FR,45+,desktop,0,0,2,39,none,makeup,3,0.03,0
C_04017,0,,,FR,45+,desktop,0,1,3,36,gold,haircare,0,0.0,0
T05_00635,1,youtube,prospecting_brand_safety,FR,35-44,mobile,1,0,1,1,none,makeup,4,0.05,0
T03_00345,1,meta,prospecting_lal_3_5pct,FR,18-24,mobile,0,1,2,8,none,skincare,5,0.04,0
T01_00730,1,tiktok,prospecting_broad_2534,GB,25-34,desktop,0,0,1,16,silver,haircare,4,0.03,0
C_01383,0,,,FR,18-24,mobile,0,0,2,30,none,makeup,0,0.0,0
C_03302,0,,,FR,35-44,mobile,0,0,0,27,none,fragrance,0,0.0,0
T07_01658,1,meta,retargeting_warm,FR,35-44,mobile,0,6,14,7,none,makeup,10,0.11,0
T05_00846,1,youtube,prospecting_brand_safety,DE,35-44,mobile,0,1,1,10,none,fragrance,2,0.03,1
T00_00833,1,tiktok,prospecting_broad_1824,FR,25-34,desktop,0,2,3,8,none,haircare,3,0.02,1
T08_01424,1,meta,retargeting_hot,DE,18-24,mobile,1,1,12,1,none,makeup,22,0.23,0
T08_00796,1,meta,retargeting_hot,FR,35-44,mobile,1,11,8,3,none,makeup,8,0.1,0
C_02816,0,,,DE,25-34,mobile,0,1,0,21,none,haircare,0,0.0,0
C_06545,0,,,FR,18-24,desktop,1,0,14,5,platinum,makeup,0,0.0,0
T08_00370,1,meta,retargeting_hot,FR,35-44,mobile,1,4,4,1,none,skincare,15,0.15,0
T07_00076,1,meta,retargeting_warm,DE,45+,mobile,1,1,6,2,silver,makeup,9,0.09,0
T00_00898,1,tiktok,prospecting_broad_1824,GB,35-44,desktop,0,5,1,7,none,skincare,3,0.03,0
T09_00929,1,youtube,retargeting,FR,18-24,mobile,1,15,11,8,none,haircare,5,0.05,0
T03_00967,1,meta,prospecting_lal_3_5pct,DE,35-44,desktop,0,1,1,26,none,haircare,4,0.04,0
T00_00532,1,tiktok,prospecting_broad_1824,FR,25-34,mobile,1,1,2,1,silver,fragrance,1,0.01,0
T01_00938,1,tiktok,prospecting_broad_2534,GB,35-44,desktop,0,1,3,15,none,haircare,1,0.01,0
C_05753,0,,,GB,35-44,desktop,0,1,4,7,silver,haircare,0,0.0,0
T03_00372,1,meta,prospecting_lal_3_5pct,FR,18-24,desktop,0,2,1,13,gold,fragrance,7,0.05,0
T02_00433,1,meta,prospecting_lal_1pct,DE,25-34,mobile,1,0,1,90,gold,makeup,1,0.01,0
C_00709,0,,,DE,18-24,desktop,0,0,3,9,silver,fragrance,0,0.0,0
T01_00770,1,tiktok,prospecting_broad_2534,FR,35-44,desktop,0,3,0,28,silver,fragrance,4,0.04,0
C_05187,0,,,GB,25-34,mobile,1,7,5,28,none,haircare,0,0.0,0
T04_00066,1,meta,prospecting_broad,FR,25-34,desktop,0,0,4,42,silver,skincare,4,0.03,0
T02_00985,1,meta,prospecting_lal_1pct,FR,35-44,mobile,0,1,3,3,none,fragrance,4,0.04,1
C_02479,0,,,DE,18-24,desktop,0,3,1,31,gold,makeup,0,0.0,0
T08_00367,1,meta,retargeting_hot,FR,25-34,mobile,1,6,8,26,platinum,skincare,17,0.22,0
T07_00197,1,meta,retargeting_warm,GB,18-24,mobile,1,0,7,14,gold,haircare,5,0.06,0
T08_00499,1,meta,retargeting_hot,DE,35-44,desktop,1,7,7,26,none,haircare,12,0.15,1
T01_00239,1,tiktok,prospecting_broad_2534,GB,18-24,mobile,1,3,5,7,gold,fragrance,7,0.06,0
T08_00516,1,meta,retargeting_hot,GB,35-44,mobile,1,7,11,15,none,skincare,8,0.09,0
T04_00389,1,meta,prospecting_broad,GB,35-44,mobile,0,1,2,54,none,haircare,2,0.02,1
T02_01704,1,meta,prospecting_lal_1pct,GB,25-34,mobile,1,1,2,12,none,haircare,4,0.04,0
T01_00980,1,tiktok,prospecting_broad_2534,FR,25-34,mobile,0,1,1,46,silver,skincare,5,0.04,0
T03_00989,1,meta,prospecting_lal_3_5pct,FR,18-24,desktop,0,2,1,9,none,skincare,5,0.04,0
T05_00497,1,youtube,prospecting_brand_safety,DE,35-44,desktop,1,0,3,43,none,makeup,5,0.07,0
T08_01232,1,meta,retargeting_hot,DE,18-24,desktop,1,7,10,7,silver,makeup,12,0.14,0
T00_00429,1,tiktok,prospecting_broad_1824,GB,35-44,mobile,0,0,1,1,silver,skincare,3,0.02,0
T02_00478,1,meta,prospecting_lal_1pct,FR,35-44,mobile,0,1,1,13,platinum,haircare,3,0.03,0
C_04829,0,,,DE,25-34,mobile,0,2,2,6,none,skincare,0,0.0,0
C_04700,0,,,DE,35-44,desktop,1,7,7,3,silver,fragrance,0,0.0,0
T01_00636,1,tiktok,prospecting_broad_2534,GB,35-44,desktop,1,0,0,63,silver,makeup,2,0.02,0
T07_01140,1,meta,retargeting_warm,GB,18-24,mobile,0,6,10,3,gold,skincare,8,0.09,0
T07_01321,1,meta,retargeting_warm,GB,25-34,desktop,1,4,11,12,platinum,makeup,14,0.16,0
C_04115,0,,,FR,18-24,desktop,0,1,2,104,silver,skincare,0,0.0,0
C_00061,0,,,GB,25-34,mobile,1,1,0,5,none,haircare,0,0.0,0
C_06331,0,,,FR,25-34,mobile,1,7,6,17,silver,skincare,0,0.0,1
T07_00920,1,meta,retargeting_warm,DE,18-24,desktop,0,3,5,6,silver,makeup,9,0.08,0
T09_00069,1,youtube,retargeting,FR,25-34,mobile,0,7,9,4,silver,fragrance,10,0.1,0
C_03954,0,,,DE,35-44,desktop,1,0,3,45,none,fragrance,0,0.0,0
T02_00850,1,meta,prospecting_lal_1pct,GB,45+,desktop,0,0,2,1,silver,skincare,4,0.03,0
T07_01895,1,meta,retargeting_warm,FR,25-34,desktop,0,4,8,10,gold,haircare,7,0.08,0
T06_00170,1,tiktok,retargeting,DE,45+,mobile,1,4,6,2,none,skincare,6,0.06,0
T02_00520,1,meta,prospecting_lal_1pct,GB,25-34,mobile,0,2,7,14,none,makeup,2,0.02,0
C_05138,0,,,GB,25-34,desktop,0,3,4,61,none,makeup,0,0.0,1
C_01130,0,,,GB,18-24,desktop,0,2,4,2,none,fragrance,0,0.0,0
C_04669,0,,,FR,35-44,mobile,0,9,2,1,none,fragrance,0,0.0,0
T09_00352,1,youtube,retargeting,FR,35-44,desktop,1,4,5,18,silver,skincare,6,0.07,0
T05_00325,1,youtube,prospecting_brand_safety,FR,25-34,mobile,1,1,5,15,none,haircare,4,0.05,0
T04_00440,1,meta,prospecting_broad,GB,45+,desktop,0,2,4,1,silver,haircare,6,0.04,0
C_04793,0,,,GB,35-44,mobile,0,8,2,13,none,fragrance,0,0.0,0
C_04855,0,,,FR,18-24,mobile,1,2,2,1,gold,skincare,0,0.0,1
T06_00771,1,tiktok,retargeting,DE,25-34,mobile,0,6,4,15,none,skincare,7,0.06,0
T02_01203,1,meta,prospecting_lal_1pct,DE,25-34,desktop,0,0,2,64,none,fragrance,2,0.02,0
T09_00055,1,youtube,retargeting,FR,35-44,desktop,1,8,6,2,none,haircare,8,0.08,0
T04_00354,1,meta,prospecting_broad,DE,18-24,mobile,1,1,0,29,none,fragrance,4,0.03,0
T07_01677,1,meta,retargeting_warm,FR,35-44,mobile,0,3,7,1,platinum,makeup,10,0.09,0
C_05521,0,,,DE,18-24,desktop,1,7,3,4,none,fragrance,0,0.0,0
T03_00091,1,meta,prospecting_lal_3_5pct,FR,35-44,mobile,1,1,1,26,platinum,haircare,2,0.02,0
T04_00792,1,meta,prospecting_broad,GB,18-24,mobile,0,0,0,25,none,makeup,6,0.05,0
T02_00415,1,meta,prospecting_lal_1pct,FR,35-44,mobile,0,5,1,34,none,makeup,4,0.03,0
T01_00360,1,tiktok,prospecting_broad_2534,FR,45+,desktop,0,5,1,25,silver,skincare,1,0.01,0
T08_01154,1,meta,retargeting_hot,FR,18-24,mobile,0,2,4,1,gold,skincare,18,0.23,0
T07_00716,1,meta,retargeting_warm,FR,25-34,tablet,0,5,10,2,none,skincare,3,0.03,0
C_04979,0,,,FR,25-34,desktop,0,4,5,2,none,haircare,0,0.0,0
C_00358,0,,,GB,35-44,mobile,0,1,1,27,silver,fragrance,0,0.0,0
T08_00454,1,meta,retargeting_hot,DE,35-44,mobile,1,3,8,7,none,fragrance,21,0.26,0
T05_00462,1,youtube,prospecting_brand_safety,FR,35-44,mobile,0,4,3,29,silver,fragrance,2,0.02,0
C_01018,0,,,FR,35-44,desktop,0,0,2,18,silver,haircare,0,0.0,0
C_02334,0,,,FR,45+,desktop,1,1,1,22,gold,skincare,0,0.0,0
T05_00281,1,youtube,prospecting_brand_safety,FR,35-44,mobile,0,0,1,37,none,skincare,5,0.06,0
C_00101,0,,,DE,45+,mobile,1,2,0,16,none,fragrance,0,0.0,0
C_04626,0,,,GB,25-34,mobile,0,2,4,1,none,fragrance,0,0.0,0
T00_00620,1,tiktok,prospecting_broad_1824,GB,18-24,mobile,0,0,1,34,none,haircare,1,0.01,0
T01_00177,1,tiktok,prospecting_broad_2534,DE,35-44,mobile,0,5,2,1,gold,skincare,4,0.04,0
T02_00140,1,meta,prospecting_lal_1pct,FR,35-44,mobile,1,4,1,18,none,fragrance,2,0.02,0
C_03787,0,,,FR,45+,mobile,0,6,0,39,gold,skincare,0,0.0,0
C_04679,0,,,FR,18-24,mobile,1,2,4,17,silver,fragrance,0,0.0,0
T05_00212,1,youtube,prospecting_brand_safety,DE,18-24,mobile,0,0,1,1,gold,haircare,5,0.06,0
T09_01065,1,youtube,retargeting,DE,35-44,mobile,1,0,5,4,silver,haircare,12,0.14,0
C_01085,0,,,FR,25-34,mobile,0,5,3,20,none,skincare,0,0.0,0
C_05316,0,,,DE,25-34,mobile,1,14,5,13,none,skincare,0,0.0,0
T01_00520,1,tiktok,prospecting_broad_2534,GB,35-44,mobile,0,0,2,10,none,fragrance,3,0.02,0
C_05046,0,,,GB,18-24,desktop,1,6,4,3,silver,skincare,0,0.0,0
T01_00207,1,tiktok,prospecting_broad_2534,FR,35-44,mobile,0,1,0,9,none,fragrance,3,0.03,0
T02_01393,1,meta,prospecting_lal_1pct,GB,18-24,desktop,1,2,1,31,none,makeup,4,0.04,0
T03_00982,1,meta,prospecting_lal_3_5pct,DE,35-44,mobile,1,4,2,4,none,haircare,2,0.02,0
T04_00829,1,meta,prospecting_broad,GB,25-34,desktop,0,0,3,45,none,skincare,5,0.03,0
T06_00355,1,tiktok,retargeting,DE,35-44,mobile,0,6,9,2,silver,haircare,8,0.08,0
C_00330,0,,,FR,45+,mobile,1,1,1,15,none,fragrance,0,0.0,0
C_02653,0,,,DE,18-24,mobile,0,1,4,1,none,skincare,0,0.0,0
T02_01727,1,meta,prospecting_lal_1pct,GB,18-24,desktop,0,1,2,7,gold,makeup,3,0.02,0
C_00892,0,,,GB,45+,mobile,0,2,1,86,none,haircare,0,0.0,0
T05_00299,1,youtube,prospecting_brand_safety,GB,35-44,mobile,0,4,1,7,none,fragrance,2,0.02,1
C_00585,0,,,DE,25-34,mobile,1,0,1,16,none,makeup,0,0.0,0
C_03677,0,,,DE,35-44,mobile,0,1,3,4,gold,makeup,0,0.0,0
T07_00111,1,meta,retargeting_warm,GB,35-44,mobile,1,4,7,16,silver,haircare,16,0.16,0
T02_00834,1,meta,prospecting_lal_1pct,FR,18-24,tablet,0,0,2,7,gold,haircare,9,0.07,0
T06_00061,1,tiktok,retargeting,DE,45+,desktop,1,6,11,15,none,makeup,4,0.04,0
T01_00244,1,tiktok,prospecting_broad_2534,FR,18-24,desktop,0,0,1,33,gold,skincare,2,0.02,0
T04_00334,1,meta,prospecting_broad,FR,25-34,desktop,0,4,1,18,silver,skincare,4,0.03,0
T04_00691,1,meta,prospecting_broad,FR,35-44,desktop,0,3,4,16,none,fragrance,4,0.03,0
C_03535,0,,,GB,25-34,mobile,1,2,0,37,none,haircare,0,0.0,0
C_06196,0,,,FR,18-24,mobile,0,7,8,17,none,makeup,0,0.0,0
T01_00928,1,tiktok,prospecting_broad_2534,GB,45+,desktop,1,6,0,1,none,makeup,1,0.01,0
T09_00640,1,youtube,retargeting,DE,18-24,mobile,1,16,5,5,none,fragrance,9,0.11,0
T02_00977,1,meta,prospecting_lal_1pct,GB,18-24,desktop,0,1,2,7,none,makeup,6,0.06,0
T06_00986,1,tiktok,retargeting,DE,45+,mobile,1,9,3,7,gold,makeup,6,0.06,0
T07_01391,1,meta,retargeting_warm,FR,25-34,mobile,0,20,6,3,gold,skincare,13,0.12,0
T09_00424,1,youtube,retargeting,GB,18-24,mobile,0,5,6,14,silver,makeup,7,0.08,1
T01_00692,1,tiktok,prospecting_broad_2534,GB,45+,mobile,0,2,3,8,none,haircare,3,0.02,0
C_03012,0,,,FR,35-44,mobile,1,3,1,39,none,skincare,0,0.0,0
T06_00668,1,tiktok,retargeting,GB,25-34,mobile,0,11,4,9,silver,fragrance,9,0.08,1
T02_01116,1,meta,prospecting_lal_1pct,FR,45+,desktop,0,13,0,20,none,skincare,4,0.04,0
T07_00546,1,meta,retargeting_warm,FR,18-24,desktop,0,14,5,18,none,makeup,13,0.12,0
C_05328,0,,,GB,25-34,desktop,1,1,8,10,none,skincare,0,0.0,0
T00_00443,1,tiktok,prospecting_broad_1824,GB,25-34,mobile,0,1,1,10,none,fragrance,1,0.01,0
T02_00588,1,meta,prospecting_lal_1pct,GB,35-44,mobile,1,4,0,9,silver,skincare,5,0.05,0
C_06995,0,,,GB,35-44,desktop,1,10,9,15,none,haircare,0,0.0,0
C_02176,0,,,FR,45+,desktop,0,4,3,19,none,fragrance,0,0.0,1
T00_00376,1,tiktok,prospecting_broad_1824,FR,45+,mobile,0,1,2,70,none,makeup,4,0.03,0
T02_00972,1,meta,prospecting_lal_1pct,DE,35-44,mobile,1,2,1,17,gold,skincare,3,0.03,0
T07_01399,1,meta,retargeting_warm,FR,35-44,desktop,1,5,7,12,none,skincare,11,0.1,0
T00_00825,1,tiktok,prospecting_broad_1824,GB,35-44,desktop,0,2,0,18,silver,fragrance,2,0.02,0
T06_00307,1,tiktok,retargeting,GB,35-44,desktop,1,1,8,10,gold,haircare,7,0.07,0
T00_00704,1,tiktok,prospecting_broad_1824,GB,25-34,mobile,0,2,2,6,silver,makeup,4,0.03,0
C_05965,0,,,DE,35-44,mobile,0,4,6,32,silver,fragrance,0,0.0,0
C_02558,0,,,FR,25-34,desktop,1,0,1,33,gold,haircare,0,0.0,0
T02_01524,1,meta,prospecting_lal_1pct,GB,18-24,mobile,0,1,1,70,silver,haircare,6,0.05,0
T02_00167,1,meta,prospecting_lal_1pct,FR,25-34,mobile,1,2,0,8,gold,makeup,5,0.04,0
T04_00064,1,meta,prospecting_broad,FR,25-34,mobile,0,0,2,6,none,fragrance,4,0.03,0
T03_00646,1,meta,prospecting_lal_3_5pct,FR,45+,mobile,0,1,4,9,none,fragrance,8,0.08,0
T07_00113,1,meta,retargeting_warm,DE,35-44,mobile,1,8,8,3,none,haircare,1,0.01,0
C_00265,0,,,GB,35-44,mobile,0,0,0,9,none,skincare,0,0.0,0
T08_00947,1,meta,retargeting_hot,DE,25-34,mobile,0,6,8,33,gold,fragrance,15,0.17,0
T08_00348,1,meta,retargeting_hot,FR,45+,desktop,1,6,4,5,silver,makeup,12,0.13,0
T04_00425,1,meta,prospecting_broad,DE,18-24,mobile,1,3,1,8,platinum,makeup,3,0.02,0
T07_01072,1,meta,retargeting_warm,DE,25-34,desktop,1,4,5,10,none,fragrance,11,0.11,0
C_04678,0,,,GB,45+,mobile,0,1,1,23,none,makeup,0,0.0,0
T06_00436,1,tiktok,retargeting,FR,35-44,desktop,1,0,10,37,none,makeup,5,0.05,0
C_06095,0,,,FR,25-34,mobile,1,6,3,32,none,fragrance,0,0.0,0
T08_00723,1,meta,retargeting_hot,GB,35-44,mobile,1,9,3,27,none,makeup,23,0.27,0
T02_00954,1,meta,prospecting_lal_1pct,GB,18-24,mobile,0,2,0,16,none,makeup,7,0.06,0
T04_00560,1,meta,prospecting_broad,DE,18-24,desktop,0,0,3,1,silver,skincare,2,0.01,0
T07_01770,1,meta,retargeting_warm,GB,35-44,mobile,0,5,9,1,none,makeup,14,0.12,0
T05_00524,1,youtube,prospecting_brand_safety,FR,25-34,mobile,1,10,1,19,silver,makeup,3,0.04,0
T07_01858,1,meta,retargeting_warm,DE,35-44,mobile,0,11,8,10,none,makeup,17,0.16,0
T07_00518,1,meta,retargeting_warm,GB,35-44,mobile,0,8,8,8,silver,fragrance,19,0.17,1
T00_00208,1,tiktok,prospecting_broad_1824,FR,25-34,desktop,1,0,1,18,silver,skincare,3,0.02,0
T01_00858,1,tiktok,prospecting_broad_2534,DE,18-24,mobile,1,1,1,35,none,skincare,5,0.04,0
C_02776,0,,,FR,35-44,mobile,0,0,2,25,none,skincare,0,0.0,0
T03_00568,1,meta,prospecting_lal_3_5pct,GB,18-24,mobile,0,1,1,9,gold,skincare,4,0.04,0
T02_00578,1,meta,prospecting_lal_1pct,GB,45+,mobile,0,0,1,21,none,fragrance,3,0.02,0
C_03889,0,,,GB,35-44,mobile,0,1,2,24,none,makeup,0,0.0,0
T08_01448,1,meta,retargeting_hot,DE,45+,desktop,0,10,10,15,gold,makeup,14,0.18,0
T04_00208,1,meta,prospecting_broad,DE,25-34,mobile,0,0,1,4,silver,skincare,2,0.02,0
T03_00497,1,meta,prospecting_lal_3_5pct,DE,45+,desktop,0,1,1,2,gold,makeup,7,0.05,1
T02_01421,1,meta,prospecting_lal_1pct,FR,35-44,mobile,0,0,1,43,none,haircare,3,0.03,0
C_00376,0,,,FR,35-44,mobile,0,5,1,48,none,skincare,0,0.0,0
T06_00364,1,tiktok,retargeting,GB,18-24,mobile,0,4,9,18,silver,fragrance,13,0.12,0
C_02722,0,,,FR,25-34,mobile,0,4,1,62,none,makeup,0,0.0,0
C_04893,0,,,GB,18-24,desktop,1,2,2,1,silver,skincare,0,0.0,0
C_01149,0,,,FR,35-44,desktop,0,0,2,5,none,haircare,0,0.0,0
T00_00703,1,tiktok,prospecting_broad_1824,FR,18-24,mobile,1,2,3,19,none,haircare,7,0.06,0
T07_00685,1,meta,retargeting_warm,GB,18-24,mobile,1,7,10,5,silver,makeup,12,0.11,0
T03_00868,1,meta,prospecting_lal_3_5pct,GB,18-24,mobile,1,0,2,7,none,skincare,2,0.02,0
T01_00455,1,tiktok,prospecting_broad_2534,FR,45+,mobile,0,2,0,30,none,skincare,2,0.02,1
C_05740,0,,,DE,18-24,mobile,0,3,4,35,none,fragrance,0,0.0,0
C_05456,0,,,GB,45+,mobile,1,1,5,14,none,skincare,0,0.0,0
T03_00390,1,meta,prospecting_lal_3_5pct,FR,45+,mobile,1,1,2,58,none,fragrance,9,0.08,0
T03_00861,1,meta,prospecting_lal_3_5pct,GB,35-44,desktop,1,2,0,29,none,skincare,5,0.04,0
C_00465,0,,,FR,18-24,desktop,0,1,0,11,none,makeup,0,0.0,0
T04_00113,1,meta,prospecting_broad,GB,18-24,mobile,1,2,1,52,none,haircare,3,0.02,0
T08_00411,1,meta,retargeting_hot,FR,25-34,mobile,0,10,5,7,none,makeup,23,0.23,0
C_01187,0,,,FR,35-44,desktop,0,6,1,2,none,makeup,0,0.0,0
T02_00316,1,meta,prospecting_lal_1pct,DE,18-24,desktop,0,2,2,8,none,makeup,3,0.03,0
C_00726,0,,,GB,35-44,mobile,1,0,3,48,none,skincare,0,0.0,0
T02_00214,1,meta,prospecting_lal_1pct,GB,35-44,desktop,1,3,1,6,gold,makeup,5,0.05,0
C_02971,0,,,GB,35-44,mobile,0,1,4,11,silver,fragrance,0,0.0,0
T09_01392,1,youtube,retargeting,DE,35-44,desktop,0,6,6,6,none,haircare,11,0.11,0
T00_00461,1,tiktok,prospecting_broad_1824,FR,25-34,mobile,1,1,2,13,none,makeup,6,0.05,0
C_00914,0,,,DE,25-34,mobile,0,4,0,26,silver,skincare,0,0.0,0
T00_00753,1,tiktok,prospecting_broad_1824,GB,25-34,tablet,0,1,3,2,none,fragrance,5,0.04,0
T06_00993,1,tiktok,retargeting,GB,25-34,desktop,0,7,8,1,none,skincare,9,0.07,0
T09_00319,1,youtube,retargeting,FR,18-24,desktop,0,4,11,15,platinum,fragrance,6,0.06,0
C_02405,0,,,GB,18-24,desktop,0,1,0,18,none,makeup,0,0.0,0
C_01953,0,,,DE,25-34,tablet,0,4,2,18,silver,makeup,0,0.0,0
T06_00850,1,tiktok,retargeting,FR,25-34,desktop,1,4,3,2,silver,skincare,8,0.07,0
T02_01641,1,meta,prospecting_lal_1pct,DE,35-44,tablet,0,8,1,43,silver,fragrance,1,0.01,0
T00_01049,1,tiktok,prospecting_broad_1824,DE,25-34,mobile,0,4,2,1,none,haircare,3,0.02,0
C_01789,0,,,GB,18-24,desktop,1,2,2,4,silver,makeup,0,0.0,0
C_04635,0,,,FR,25-34,mobile,1,1,9,17,none,fragrance,0,0.0,0
T08_00424,1,meta,retargeting_hot,GB,25-34,mobile,0,9,7,1,none,makeup,6,0.06,0
C_01355,0,,,DE,35-44,desktop,0,6,2,5,none,fragrance,0,0.0,0
T09_00963,1,youtube,retargeting,FR,45+,desktop,1,1,9,1,silver,makeup,16,0.15,0
C_06648,0,,,FR,18-24,desktop,0,4,5,1,none,fragrance,0,0.0,0
C_04689,0,,,FR,18-24,mobile,0,4,3,20,none,haircare,0,0.0,0
C_06514,0,,,GB,45+,mobile,1,9,8,6,none,makeup,0,0.0,0
C_01435,0,,,FR,25-34,mobile,1,0,0,35,silver,makeup,0,0.0,0
T04_00412,1,meta,prospecting_broad,FR,35-44,desktop,1,0,1,1,silver,makeup,6,0.05,0
T08_00444,1,meta,retargeting_hot,GB,25-34,mobile,0,6,7,7,none,fragrance,18,0.18,0
T08_00735,1,meta,retargeting_hot,GB,35-44,mobile,1,2,11,30,none,skincare,12,0.14,0
T06_00665,1,tiktok,retargeting,DE,45+,mobile,0,9,7,15,none,makeup,11,0.12,0
C_05766,0,,,DE,45+,desktop,1,2,4,6,none,skincare,0,0.0,0
T07_01808,1,meta,retargeting_warm,GB,35-44,mobile,0,4,6,18,none,haircare,16,0.19,0
C_06834,0,,,GB,35-44,mobile,1,10,6,5,none,fragrance,0,0.0,1
C_04341,0,,,GB,25-34,mobile,0,0,5,20,silver,fragrance,0,0.0,0
T03_00313,1,meta,prospecting_lal_3_5pct,GB,45+,mobile,1,0,0,15,gold,makeup,2,0.02,0
T07_01096,1,meta,retargeting_warm,FR,35-44,desktop,0,3,6,8,none,skincare,14,0.16,0
